,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
595,002594.SZ,20190611,50.2731,51.3865,49.8556,51.2474,50.6012,0.6462000000000003,1.277,119686.34,611970.77
596,002594.SZ,20190610,50.7006,51.6052,50.3626,50.6012,49.0802,1.5210000000000008,3.099,131081.81,671025.777
597,002594.SZ,20190606,49.3983,49.8258,48.7123,49.0802,48.6129,0.4672999999999945,0.9613,106347.88,527701.775
598,002594.SZ,20190605,48.6924,49.0603,48.3147,48.6129,48.2252,0.3877000000000024,0.8039,67271.46,329419.97
599,002594.SZ,20190604,48.1556,48.3147,47.42,48.2252,48.5036,-0.27839999999999776,-0.574,49330.99,237326.287
600,002594.SZ,20190603,48.424,48.8714,47.758,48.5036,47.9667,0.5368999999999957,1.1193,53961.7,261923.867
601,002594.SZ,20190531,48.3544,48.6427,47.589,47.9667,48.086,-0.11929999999999552,-0.2481,53590.67,259382.616
602,002594.SZ,20190530,49.2094,49.2094,47.9667,48.086,49.3088,-1.2227999999999994,-2.4799,55403.62,269187.302
603,002594.SZ,20190529,49.2193,49.6568,48.9807,49.3088,50.2035,-0.8947000000000003,-1.7821,56658.72,281063.737
604,002594.SZ,20190528,48.5234,50.2035,48.424,50.2035,48.5234,1.680099999999996,3.4625,122525.48,610836.937
605,002594.SZ,20190527,48.0164,48.7024,47.0223,48.5234,48.3246,0.19880000000000564,0.4114,79566.86,383543.247
606,002594.SZ,20190524,47.4299,49.3983,46.7241,48.3246,47.3106,1.0139999999999958,2.1433,93766.16,451740.393
607,002594.SZ,20190523,49.0106,49.1895,47.1913,47.3106,48.6427,-1.332099999999997,-2.7385,107057.19,514288.095
608,002594.SZ,20190522,49.1995,49.2193,48.3147,48.6427,49.11,-0.4673000000000016,-0.9515,52623.37,257348.049
609,002594.SZ,20190521,48.8714,49.3187,48.4141,49.11,48.7123,0.3977000000000004,0.8164,59860.63,295136.969
610,002594.SZ,20190520,50.1041,50.124,48.2153,48.7123,49.9252,-1.2128999999999976,-2.4294,78295.97,383243.529
611,002594.SZ,20190517,50.9988,51.1479,49.7065,49.9252,51.1678,-1.242600000000003,-2.4285,67504.82,340767.75
612,002594.SZ,20190516,50.9491,51.5854,50.8994,51.1678,50.9889,0.17889999999999873,0.3509,58377.0,300715.977
613,002594.SZ,20190515,50.3129,51.0286,50.0345,50.9889,49.8953,1.0936000000000021,2.1918,68026.85,346688.295
614,002594.SZ,20190514,50.1538,50.7006,49.8059,49.8953,50.7205,-0.8252000000000024,-1.627,62974.78,318067.063
615,002594.SZ,20190513,51.8935,51.8935,50.2035,50.7205,51.9532,-1.2327000000000012,-2.3727,64960.77,331705.667
616,002594.SZ,20190510,51.5555,52.0128,49.4082,51.9532,50.8099,1.1433000000000035,2.2502,90465.03,467950.646
617,002594.SZ,20190509,51.5953,51.9432,50.3725,50.8099,51.5456,-0.7357000000000014,-1.4273,74263.9,380777.299
618,002594.SZ,20190508,51.7245,53.007,51.1082,51.5456,52.6988,-1.1531999999999982,-2.1883,98147.03,511300.537
619,002594.SZ,20190507,52.1123,53.2654,51.7643,52.6988,51.7444,0.9543999999999997,1.8445,85742.47,454013.999
620,002594.SZ,20190506,54.5578,54.9555,51.5357,51.7444,56.5659,-4.8215,-8.5237,135543.64,725208.717
621,002594.SZ,20190430,55.2239,56.5659,54.9256,56.5659,55.3233,1.242599999999996,2.2461,79274.23,447723.208
622,002594.SZ,20190429,56.1683,56.6455,55.1245,55.3233,55.035,0.28830000000000666,0.5238,105128.2,591529.429
623,002594.SZ,20190426,55.7607,56.2578,54.8063,55.035,55.8303,-0.7953000000000046,-1.4245,82089.26,457693.828
624,002594.SZ,20190425,57.3613,57.3613,55.6712,55.8303,57.8086,-1.9782999999999973,-3.4222,92924.85,526376.238
625,002594.SZ,20190424,57.1028,57.8285,56.3174,57.8086,56.6256,1.1829999999999998,2.0892,112922.85,651607.907
626,002594.SZ,20190423,57.411,57.57,56.2777,56.6256,57.3712,-0.7456000000000031,-1.2996,99685.87,569865.394
627,002594.SZ,20190422,59.6477,59.777,56.8542,57.3712,59.777,-2.4057999999999993,-4.0246,152524.84,888126.618
628,002594.SZ,20190419,58.6636,61.4372,58.1665,59.777,58.9717,0.8053000000000026,1.3656,174364.29,1050880.591
629,002594.SZ,20190418,61.9342,61.9442,58.5542,58.9717,62.0337,-3.0620000000000047,-4.936,314696.52,1902702.645
630,002594.SZ,20190417,57.7589,62.0337,57.7589,62.0337,56.3969,5.636800000000001,9.9949,491714.14,2999382.073
631,002594.SZ,20190416,53.2257,56.7151,52.9871,56.3969,53.2257,3.171199999999999,5.958,210095.7,1165362.389
632,002594.SZ,20190415,54.1403,54.9157,53.0169,53.2257,53.7724,-0.5466999999999942,-1.0167,100201.48,544377.825
633,002594.SZ,20190412,54.4286,54.4286,53.3549,53.7724,54.6075,-0.8351000000000042,-1.5293,89460.41,484592.128
634,002594.SZ,20190411,55.4525,57.063,54.4087,54.6075,55.1941,-0.5865999999999971,-1.0628,183873.02,1031866.08
635,002594.SZ,20190410,54.6274,55.9695,53.3549,55.1941,54.6075,0.5865999999999971,1.0742,176454.57,976494.639
636,002594.SZ,20190409,53.2356,54.9753,53.2356,54.6075,53.1263,1.4812000000000012,2.7881,133048.7,724828.855
637,002594.SZ,20190408,55.1543,55.2935,52.5894,53.1263,54.866,-1.7396999999999991,-3.1708,165600.19,896323.907
638,002594.SZ,20190404,54.2198,55.3133,54.1005,54.866,54.0707,0.7952999999999975,1.4709,147706.21,814495.088
639,002594.SZ,20190403,54.3888,54.5777,53.852,54.0707,54.359,-0.28829999999999956,-0.5304,101702.57,554172.127
640,002594.SZ,20190402,54.2894,54.6572,53.683,54.359,54.1303,0.22870000000000346,0.4225,128436.6,697294.567
641,002594.SZ,20190401,53.2257,54.4683,52.9871,54.1303,53.176,0.9542999999999964,1.7946,160698.15,870253.123
642,002594.SZ,20190329,52.5497,53.2456,51.8538,53.176,52.4602,0.7158000000000015,1.3645,128353.96,680888.783
643,002594.SZ,20190328,55.3233,55.3332,52.1918,52.4602,54.3888,-1.928600000000003,-3.546,167947.28,895034.578
644,002594.SZ,20190327,54.4485,56.218,53.3847,54.3888,54.9256,-0.5367999999999995,-0.9773,147450.06,804456.203
645,002594.SZ,20190326,56.6654,57.2121,54.7566,54.9256,56.1683,-1.2426999999999992,-2.2125,105549.04,594394.98
646,002594.SZ,20190325,55.6712,57.6297,55.3929,56.1683,56.6654,-0.4970999999999961,-0.8773,124562.02,709514.797
647,002594.SZ,20190322,54.8262,57.242,54.6672,56.6654,54.7268,1.938600000000001,3.5423,173032.54,982926.478
648,002594.SZ,20190321,55.0748,55.6514,54.3192,54.7268,55.0748,-0.3480000000000061,-0.6319,109001.92,603820.541
649,002594.SZ,20190320,55.9198,56.3373,54.528,55.0748,55.6613,-0.5864999999999938,-1.0537,122722.7,685243.136
650,002594.SZ,20190319,55.8204,56.3274,55.1841,55.6613,55.3332,0.32809999999999917,0.593,124059.88,695763.5
651,002594.SZ,20190318,55.1742,56.1086,55.0648,55.3332,55.0648,0.26839999999999975,0.4874,154589.09,863433.541
652,002594.SZ,20190315,54.7268,55.8701,53.8122,55.0648,54.2496,0.8151999999999973,1.5027,255425.62,1416034.163
653,002594.SZ,20190314,51.7047,54.8262,51.7047,54.2496,51.6947,2.5549000000000035,4.9423,350367.43,1889955.259
654,002594.SZ,20190313,51.476,52.4602,50.9988,51.6947,51.6848,0.00989999999999469,0.0192,127209.68,662997.519
655,002594.SZ,20190312,52.0924,52.5695,51.4064,51.6848,52.0625,-0.37769999999999726,-0.7255,138615.48,725665.664
656,002594.SZ,20190311,50.8,52.1719,50.8,52.0625,50.8199,1.242600000000003,2.4451,126196.5,654575.666
657,002594.SZ,20190308,52.6888,52.6888,50.7503,50.8199,53.0666,-2.246700000000004,-4.2337,185281.5,962751.253
658,002594.SZ,20190307,53.7824,53.7824,52.6988,53.0666,54.1204,-1.0537999999999954,-1.9471,182839.43,976603.632
659,002594.SZ,20190306,54.18,54.6373,53.1859,54.1204,53.7625,0.35789999999999367,0.6657,220521.78,1195892.022
660,002594.SZ,20190305,53.345,53.9116,52.6888,53.7625,53.3649,0.3976000000000042,0.7451,196305.91,1054132.204
661,002594.SZ,20190304,53.683,54.4683,52.4204,53.3649,53.4841,-0.1191999999999993,-0.2229,302258.1,1617182.254
662,002594.SZ,20190301,54.5578,54.6572,52.5695,53.4841,54.19,-0.7058999999999997,-1.3026,174562.53,935733.501
663,002594.SZ,20190228,54.7964,54.8958,53.842,54.19,54.6373,-0.4473000000000056,-0.8187,94237.38,515781.621
664,002594.SZ,20190227,55.8701,55.9198,53.8321,54.6373,56.4069,-1.769599999999997,-3.1372,228542.62,1257964.248
665,002594.SZ,20190226,56.8642,58.3256,56.1086,56.4069,54.7368,1.670099999999998,3.0511,291995.5,1676147.79
666,002594.SZ,20190225,51.5754,54.8063,51.1977,54.7368,51.5754,3.1614000000000004,6.1297,258382.09,1389428.008
667,002594.SZ,20190222,51.4959,51.5754,50.6012,51.5754,51.6351,-0.05969999999999942,-0.1156,119677.84,614630.406
668,002594.SZ,20190221,51.993,52.6988,51.2573,51.6351,52.0526,-0.4174999999999969,-0.8021,126055.57,659357.725
669,002594.SZ,20190220,51.4959,52.49,51.2374,52.0526,51.4362,0.6163999999999987,1.1984,124998.99,653706.171
670,002594.SZ,20190219,52.1918,52.3508,50.6906,51.4362,52.1421,-0.7058999999999997,-1.3538,144364.53,746470.487
671,002594.SZ,20190218,51.6251,52.4801,51.3368,52.1421,51.3667,0.7753999999999976,1.5095,168184.85,878505.553
672,002594.SZ,20190215,53.0865,53.0865,51.2175,51.3667,53.4046,-2.0379000000000005,-3.816,152915.89,798355.783
673,002594.SZ,20190214,51.5456,53.7426,51.5456,53.4046,51.2672,2.1373999999999995,4.1691,169124.15,900048.082
674,002594.SZ,20190213,50.2831,51.7842,50.0246,51.2672,50.2831,0.9841000000000051,1.9571,122964.82,631189.934
675,002594.SZ,20190212,49.9152,50.8497,49.5872,50.2831,49.9053,0.3778000000000006,0.757,102991.51,520271.543
676,002594.SZ,20190211,48.5135,50.0345,48.5135,49.9053,47.9866,1.918699999999994,3.9984,128870.65,643280.484
677,002594.SZ,20190201,46.4755,48.0264,46.2369,47.9866,46.1475,1.839100000000002,3.9853,91780.0,437206.887
678,002594.SZ,20190131,46.8235,47.2112,45.9984,46.1475,46.8732,-0.7256999999999962,-1.5482,71885.09,336548.858
679,002594.SZ,20190130,47.6685,47.9866,46.6247,46.8732,47.7182,-0.845000000000006,-1.7708,83426.14,395168.911
680,002594.SZ,20190129,48.1656,48.1656,46.7539,47.7182,48.1755,-0.4572999999999965,-0.9492,61503.17,294079.276
681,002594.SZ,20190128,48.9112,49.5573,47.9966,48.1755,48.8913,-0.7158000000000015,-1.4641,86253.59,421062.141
682,002594.SZ,20190125,48.265,49.3486,47.9071,48.8913,48.2351,0.6561999999999983,1.3604,100929.16,495909.173
683,002594.SZ,20190124,48.6427,48.6825,47.3802,48.2351,48.5135,-0.27839999999999776,-0.5739,71711.59,346868.853
684,002594.SZ,20190123,47.1416,48.593,47.0521,48.5135,47.42,1.0934999999999988,2.306,96619.67,468388.887
685,002594.SZ,20190122,47.7778,48.5135,47.3205,47.42,47.927,-0.5069999999999979,-1.0579,84093.77,405187.157
686,002594.SZ,20190121,46.4855,47.9767,45.8492,47.927,46.5451,1.3819000000000017,2.9689,131233.26,623110.349
687,002594.SZ,20190118,47.2112,47.2112,45.7697,46.5451,47.2112,-0.6661000000000001,-1.4109,125995.91,587354.337
688,002594.SZ,20190117,48.6129,48.6229,47.0521,47.2112,48.6427,-1.4314999999999998,-2.9429,98743.78,471791.914
689,002594.SZ,20190116,48.5135,48.8316,48.0363,48.6427,48.5135,0.12919999999999732,0.2663,65923.79,321851.881
690,002594.SZ,20190115,48.1059,48.6726,47.5691,48.5135,48.5135,0.0,0.0,83530.65,405053.064
691,002594.SZ,20190114,48.9112,48.9211,47.0323,48.5135,48.7322,-0.21869999999999834,-0.4488,109746.34,527419.471
692,002594.SZ,20190111,48.2153,49.0006,48.096,48.7322,48.5632,0.16899999999999693,0.348,96799.55,472494.719
693,002594.SZ,20190110,49.607,49.8953,48.3544,48.5632,50.1638,-1.6006,-3.1907,153455.9,757175.097
694,002594.SZ,20190109,51.4959,52.6888,48.2153,50.1638,52.5695,-2.405699999999996,-4.5762,262205.3,1327590.6
695,002594.SZ,20190108,51.993,53.3251,51.7444,52.5695,51.0883,1.4812000000000012,2.8993,147051.57,777381.422
696,002594.SZ,20190107,50.5515,51.5754,49.7065,51.0883,50.3526,0.7356999999999942,1.4611,136045.5,693197.812
697,002594.SZ,20190104,47.5194,50.7006,47.2311,50.3526,47.7778,2.5748000000000033,5.3891,126537.87,627892.541
698,002594.SZ,20190103,48.9708,49.5772,47.6983,47.7778,48.8813,-1.103500000000004,-2.2575,83477.6,407386.244
699,002594.SZ,20190102,50.7205,51.0883,48.6924,48.8813,50.7006,-1.8192999999999984,-3.5883,85554.45,424670.6
700,002594.SZ,20181228,50.5614,51.0982,49.8158,50.7006,50.5415,0.15910000000000224,0.3148,82507.06,419993.12
701,002594.SZ,20181227,51.8041,52.1421,50.462,50.5415,50.7006,-0.15910000000000224,-0.3138,100761.5,519075.086
702,002594.SZ,20181226,51.9333,52.3707,50.7006,50.7006,51.9134,-1.2128000000000014,-2.3362,77390.62,401148.28
703,002594.SZ,20181225,52.2912,52.6789,50.5813,51.9134,52.8976,-0.9841999999999942,-1.8606,112456.35,584096.975
704,002594.SZ,20181224,52.4204,53.1263,51.7742,52.8976,52.669,0.22860000000000014,0.434,81600.71,431280.133
705,002594.SZ,20181221,53.2953,53.8719,51.6152,52.669,53.5537,-0.8847000000000023,-1.652,103208.9,545598.258
706,002594.SZ,20181220,53.1959,54.021,52.5198,53.5537,53.1859,0.36780000000000257,0.6915,104322.25,560669.532
707,002594.SZ,20181219,54.8859,55.6215,53.0666,53.1859,54.7169,-1.531000000000006,-2.798,113363.1,617053.242
708,002594.SZ,20181218,53.7327,55.7706,53.6631,54.7169,54.5677,0.14920000000000044,0.2734,91365.2,504509.55
709,002594.SZ,20181217,56.3373,56.6654,53.683,54.5677,56.9636,-2.3958999999999975,-4.206,142955.98,786141.531
710,002594.SZ,20181214,58.0273,58.6437,56.5659,56.9636,58.0571,-1.0934999999999988,-1.8835,92911.18,537878.635
711,002594.SZ,20181213,57.908,58.2162,56.7847,58.0571,57.908,0.14909999999999712,0.2575,101065.04,585047.648
712,002594.SZ,20181212,56.3671,58.1367,56.2677,57.908,55.8303,2.0777,3.7215,131204.08,756589.988
713,002594.SZ,20181211,55.3929,57.0034,55.373,55.8303,55.0648,0.765500000000003,1.3902,111477.8,630306.945
714,002594.SZ,20181210,55.6911,56.218,54.7268,55.0648,56.556,-1.4911999999999992,-2.6367,115499.23,642323.334
715,002594.SZ,20181207,55.5718,57.5601,55.2239,56.556,55.025,1.5309999999999988,2.7824,126354.19,718653.311
716,002594.SZ,20181206,57.1724,57.4607,54.5578,55.025,57.5899,-2.5649000000000015,-4.4537,135824.84,759428.435
717,002594.SZ,20181205,55.3233,57.8086,54.8163,57.5899,55.9894,1.6004999999999967,2.8586,156248.38,887736.695
718,002594.SZ,20181204,55.0748,56.5063,54.7865,55.9894,55.7508,0.23860000000000525,0.428,118279.68,663603.374
719,002594.SZ,20181203,58.0074,58.5741,55.2537,55.7508,56.6654,-0.9146000000000001,-1.614,194258.36,1110534.662
720,002594.SZ,20181130,57.0928,58.0571,56.0888,56.6654,57.3115,-0.6461000000000041,-1.1273,89648.39,514882.194
721,002594.SZ,20181129,57.5104,58.753,56.7648,57.3115,57.3115,0.0,0.0,104920.41,609939.043
722,002594.SZ,20181128,56.9139,58.3355,55.9794,57.3115,56.9139,0.3976000000000042,0.6986,120959.46,695702.141
723,002594.SZ,20181127,54.2297,57.063,54.2297,56.9139,53.842,3.0718999999999994,5.7054,159156.1,898849.519
724,002594.SZ,20181126,53.5935,54.9753,53.166,53.842,53.683,0.15899999999999892,0.2962,82746.26,449937.036
725,002594.SZ,20181123,54.9753,55.3432,52.997,53.683,54.9753,-1.2922999999999973,-2.3507,95170.96,515611.648
726,002594.SZ,20181122,54.3292,56.6256,54.3292,54.9753,54.6771,0.29819999999999425,0.5454,102001.86,570471.566
727,002594.SZ,20181121,54.4385,55.6712,53.7824,54.6771,55.0748,-0.3977000000000004,-0.7221,94100.96,516953.989
728,002594.SZ,20181120,53.683,56.6455,53.0865,55.0748,54.3789,0.6959000000000017,1.2797,173210.8,959224.885
729,002594.SZ,20181119,51.4164,54.9753,51.2772,54.3789,51.2474,3.1315000000000026,6.1106,162487.77,875664.702
730,002594.SZ,20181116,51.6947,52.3906,50.5912,51.2474,51.5058,-0.25840000000000174,-0.5017,113240.88,586888.029
731,002594.SZ,20181115,51.3567,51.983,51.0585,51.5058,51.5953,-0.08950000000000102,-0.1735,69457.86,359591.469
732,002594.SZ,20181114,50.631,52.49,50.5813,51.5953,50.7006,0.8947000000000003,1.7647,102128.68,532606.599
733,002594.SZ,20181113,50.3228,52.1421,50.2035,50.7006,51.307,-0.6064000000000007,-1.1819,105875.44,544505.063
734,002594.SZ,20181112,49.6866,51.7941,49.4082,51.307,49.7065,1.6005000000000038,3.2199,133711.84,686089.554
735,002594.SZ,20181109,48.5135,50.5912,48.0463,49.7065,48.6924,1.0140999999999991,2.0827,146773.06,733720.348
736,002594.SZ,20181108,47.4001,49.2591,47.4001,48.6924,46.9726,1.7197999999999993,3.6613,142158.55,691476.023
737,002594.SZ,20181107,46.3264,47.7679,46.3165,46.9726,47.3504,-0.3778000000000006,-0.7979,69529.11,328618.537
738,002594.SZ,20181106,47.8872,47.8971,46.6247,47.3504,47.9667,-0.6163000000000025,-1.2848,55657.95,263813.779
739,002594.SZ,20181105,47.7182,48.8316,46.9229,47.9667,47.7381,0.22860000000000014,0.4789,110088.11,530983.606
740,002594.SZ,20181102,46.1773,47.8673,45.4317,47.7381,45.4317,2.3064000000000036,5.0766,139156.35,653896.214
741,002594.SZ,20181101,46.9527,47.2211,44.7159,45.4317,46.5153,-1.0836000000000041,-2.3296,109019.61,506616.966
742,002594.SZ,20181031,46.1674,47.1714,45.8294,46.5153,46.2568,0.25850000000000506,0.5588,61159.22,286724.573
743,002594.SZ,20181030,47.1714,47.4597,44.6165,46.2568,47.1018,-0.8449999999999989,-1.794,96486.76,446449.785
744,002594.SZ,20181029,48.3445,48.6924,46.6247,47.1018,48.3346,-1.2328000000000046,-2.5506,69283.76,330502.208
745,002594.SZ,20181026,49.6965,49.8456,47.6983,48.3346,49.3088,-0.9741999999999962,-1.9757,76780.49,375759.895
746,002594.SZ,20181025,47.072,49.4579,46.6147,49.3088,48.4837,0.8250999999999991,1.7018,110847.35,534735.63
747,002594.SZ,20181024,48.0164,49.448,47.7281,48.4837,48.1755,0.30819999999999936,0.6397,104536.87,511363.113
748,002594.SZ,20181023,49.5573,49.6965,47.0223,48.1755,49.7164,-1.5409000000000006,-3.0994,115358.17,561568.014
749,002594.SZ,20181022,47.3305,49.9053,47.2808,49.7164,46.744,2.9724000000000004,6.3589,168944.9,830863.889
750,002594.SZ,20181019,44.8153,46.9925,43.7417,46.744,45.9089,0.8350999999999971,1.819,119985.53,548809.979
751,002594.SZ,20181018,46.7241,47.0223,45.4416,45.9089,47.0323,-1.1233999999999966,-2.3886,83864.95,389252.607
752,002594.SZ,20181017,46.4258,47.3802,45.6106,47.0323,45.6902,1.342100000000002,2.9374,110262.62,517523.05
753,002594.SZ,20181016,46.6744,47.1814,45.0142,45.6902,46.6545,-0.9643000000000015,-2.0669,64697.09,298245.832
754,002594.SZ,20181015,46.3065,47.5691,46.0282,46.6545,46.1475,0.5069999999999979,1.0987,95431.35,449287.101
755,002594.SZ,20181012,42.9563,46.5252,42.9563,46.1475,42.5686,3.5788999999999973,8.4074,129205.13,582234.034
756,002594.SZ,20181011,44.1493,44.9148,42.4195,42.5686,45.6405,-3.0718999999999994,-6.7306,119795.39,525829.641
757,002594.SZ,20181010,47.072,47.2808,45.1832,45.6405,46.8135,-1.1729999999999947,-2.5057,88215.47,406966.964
758,002594.SZ,20181009,46.2908,47.274,46.2908,46.7675,46.2312,0.5362999999999971,1.16,41623.04,196036.934
759,002594.SZ,20181008,46.6781,47.6216,46.1021,46.2312,48.7637,-2.532499999999999,-5.1934,111389.04,525032.408
760,002594.SZ,20180928,47.6712,48.9425,47.5719,48.7637,47.4726,1.2911000000000001,2.7197,76871.14,375320.282
761,002594.SZ,20180927,48.1678,48.2671,47.1747,47.4726,47.9295,-0.4568999999999974,-0.9533,62774.25,301075.048
762,002594.SZ,20180926,48.3267,48.6147,47.4527,47.9295,47.8699,0.0595999999999961,0.1245,99681.82,481689.819
763,002594.SZ,20180925,46.976,48.3168,46.976,47.8699,46.688,1.1818999999999988,2.5315,102447.05,493193.076
764,002594.SZ,20180921,47.1747,48.4161,46.2808,46.688,45.6353,1.0527000000000015,2.3068,162412.36,771531.286
765,002594.SZ,20180920,46.6384,47.1747,45.6353,45.6353,46.6384,-1.0030999999999963,-2.1508,82025.3,384946.509
766,002594.SZ,20180919,44.7911,47.0555,44.3938,46.6384,44.7712,1.8671999999999969,4.1705,130011.23,605521.15
767,002594.SZ,20180918,43.8675,45.0295,43.7483,44.7712,44.5031,0.2680999999999969,0.6024,68125.47,305784.416
768,002594.SZ,20180917,43.6986,45.1486,43.2021,44.5031,44.5031,0.0,0.0,85194.87,380849.816
769,002594.SZ,20180914,43.9072,45.1387,43.9072,44.5031,42.626,1.8771000000000058,4.4037,105337.03,470960.344
770,002594.SZ,20180913,42.4175,42.7551,41.8017,42.626,41.7521,0.873899999999999,2.0931,55448.31,235991.197
771,002594.SZ,20180912,40.7291,42.2089,40.4312,41.7521,41.2356,0.5165000000000006,1.2526,55875.93,233559.547
772,002594.SZ,20180911,41.2654,41.5733,40.6298,41.2356,41.4442,-0.20860000000000412,-0.5033,35223.14,145958.369
773,002594.SZ,20180910,42.6856,43.1425,40.8682,41.4442,42.5267,-1.082499999999996,-2.5455,52933.19,222230.731
774,002594.SZ,20180907,42.9935,43.7781,42.3579,42.5267,42.3082,0.2184999999999988,0.5164,68764.74,298371.255
775,002594.SZ,20180906,42.2089,42.9041,41.762,42.3082,42.2089,0.0992999999999995,0.2353,46915.89,200948.426
776,002594.SZ,20180905,43.7781,44.2051,42.2089,42.2089,44.2151,-2.0061999999999998,-4.5374,82855.24,358289.748
777,002594.SZ,20180904,43.5894,44.2747,43.3113,44.2151,43.3709,0.8442000000000007,1.9465,59574.3,263787.461
778,002594.SZ,20180903,44.086,44.086,42.8346,43.3709,44.1555,-0.7846000000000046,-1.7769,56080.26,244217.934
779,002594.SZ,20180831,44.1158,44.5726,43.5993,44.1555,44.6918,-0.5362999999999971,-1.2,66898.26,296774.484
780,002594.SZ,20180830,45.1884,46.1021,44.3342,44.6918,45.9829,-1.2911000000000001,-2.8078,91240.95,413735.712
781,002594.SZ,20180829,45.099,46.4993,45.099,45.9829,45.2777,0.7051999999999978,1.5575,91448.33,423581.624
782,002594.SZ,20180828,44.7414,45.8339,44.6123,45.2777,44.7017,0.5760000000000005,1.2885,80942.81,368320.457
783,002594.SZ,20180827,43.1425,44.9401,43.0829,44.7017,43.1524,1.5493000000000023,3.5903,87641.04,392169.181
784,002594.SZ,20180824,44.0462,44.0462,42.5267,43.1524,44.0164,-0.8639999999999972,-1.9629,78309.5,339680.03
785,002594.SZ,20180823,44.513,45.089,43.3212,44.0164,44.4832,-0.4667999999999992,-1.0494,83316.91,370017.549
786,002594.SZ,20180822,45.238,45.4962,43.8575,44.4832,44.5925,-0.10930000000000462,-0.2451,90880.71,408588.402
787,002594.SZ,20180821,44.9401,45.2678,44.0959,44.5925,44.9301,-0.3376000000000019,-0.7514,98459.57,442864.999
788,002594.SZ,20180820,42.6757,45.0394,42.6062,44.9301,42.1592,2.7709000000000046,6.5725,147217.13,652700.919
789,002594.SZ,20180817,42.6558,42.7055,41.7223,42.1592,41.8315,0.3277000000000001,0.7834,57459.69,244648.242
790,002594.SZ,20180816,41.0444,42.7773,40.8365,41.8465,41.7178,0.12870000000000203,0.3085,74037.66,313880.308
791,002594.SZ,20180815,42.5793,43.4705,41.3712,41.7178,42.7278,-1.0100000000000051,-2.3638,98822.81,422981.147
792,002594.SZ,20180814,42.7476,43.52,42.1931,42.7278,42.7476,-0.019799999999996487,-0.0463,81990.57,354897.702
793,002594.SZ,20180813,40.6978,43.1239,40.48,42.7476,41.2821,1.4654999999999987,3.55,132330.97,562164.129
794,002594.SZ,20180810,39.0145,41.3613,39.0145,41.2821,38.8659,2.4161999999999964,6.2168,103583.65,422283.651
795,002594.SZ,20180809,37.5193,39.163,37.4598,38.8659,37.9153,0.9506000000000014,2.5072,74875.55,292537.448
796,002594.SZ,20180808,37.648,39.1036,37.648,37.9153,37.6282,0.28710000000000235,0.763,73069.54,282739.399
797,002594.SZ,20180807,37.3113,37.6282,36.3706,37.6282,36.9251,0.7030999999999992,1.9041,68164.75,255655.37
798,002594.SZ,20180806,37.955,38.2718,36.5191,36.9251,37.955,-1.0298999999999978,-2.7135,73788.2,279140.177
799,002594.SZ,20180803,39.8859,40.0839,37.8262,37.955,39.7076,-1.752600000000001,-4.4138,96515.78,378310.911
800,002594.SZ,20180802,41.5395,41.5692,39.1135,39.7076,41.5692,-1.8616000000000028,-4.4783,107980.45,434793.686
801,002594.SZ,20180801,42.401,42.5495,41.4702,41.5692,41.8267,-0.2575000000000003,-0.6156,44291.8,187567.711
802,002594.SZ,20180731,42.1238,42.1238,41.6286,41.8267,42.0841,-0.25739999999999696,-0.6116,30211.63,127788.053
803,002594.SZ,20180730,42.5297,42.6783,41.4405,42.0841,42.5694,-0.4853000000000023,-1.14,55929.82,236871.679
804,002594.SZ,20180727,42.5991,42.9159,42.302,42.5694,42.5793,-0.009900000000001796,-0.0233,36789.62,158234.195
805,002594.SZ,20180726,43.619,43.7972,42.4604,42.5793,43.619,-1.0396999999999963,-2.3836,51790.19,224937.888
806,002594.SZ,20180725,44.1042,44.1042,43.2724,43.619,43.8566,-0.23760000000000048,-0.5418,64748.65,285047.289
807,002594.SZ,20180724,43.2724,43.9953,42.9852,43.8566,43.0744,0.7822000000000031,1.8159,55479.84,244567.193
808,002594.SZ,20180723,42.2723,43.4209,42.0941,43.0744,42.4901,0.5842999999999989,1.3751,51941.1,225317.617
809,002594.SZ,20180720,42.0841,42.7377,41.7475,42.4901,41.7376,0.7524999999999977,1.8029,56934.64,243361.983
810,002594.SZ,20180719,43.1536,43.1536,41.5692,41.7376,42.8763,-1.1387,-2.6558,61876.97,263568.678
811,002594.SZ,20180718,43.1239,43.8071,42.7971,42.8763,43.1239,-0.2475999999999985,-0.5742,44874.54,196079.174
812,002594.SZ,20180717,43.0348,43.4705,42.3614,43.1239,43.52,-0.3961000000000041,-0.9102,69395.4,300926.791
813,002594.SZ,20180716,44.3616,44.3616,42.3812,43.52,45.5004,-1.980399999999996,-4.3525,125033.28,549450.646
814,002594.SZ,20180713,46.1638,46.1638,45.3519,45.5004,46.0648,-0.5643999999999991,-1.2252,53283.7,246023.438
815,002594.SZ,20180712,45.3519,46.5401,45.233,46.0648,45.0152,1.049599999999998,2.3317,69617.29,322903.03
816,002594.SZ,20180711,45.1736,45.5796,44.2923,45.0152,46.1737,-1.1584999999999965,-2.509,50742.54,230516.244
817,002594.SZ,20180710,46.0945,46.4213,45.8569,46.1737,46.0648,0.10889999999999844,0.2364,46390.56,216079.243
818,002594.SZ,20180709,45.9361,46.4906,45.4608,46.0648,45.5796,0.48519999999999897,1.0645,72893.41,337170.01
